AptName,TargetFullName,Target,UniProt,logFC,AveExpr,t,P.Value,adj.P.Val,B
seq.14670.1,Ski-like protein,SKIL,P12757,-0.33004918,11.8233192,-2.051253367,0.05424696,0.982436854,-4.210575288
seq.23617.15,Huntingtin-interacting protein K,HYPK,Q9NX55,-0.297397213,10.36400297,-2.051196078,0.054253061,0.982436854,-4.210601878
seq.4911.49,Glutathione S-transferase P,Glutathione S-transferase Pi,P09211,-0.672642326,12.80780129,-2.048622504,0.054527806,0.982436854,-4.211796084
seq.11174.8,Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6,THS7A:TSP type-1 domain 6,Q9UPZ6,0.417083557,11.05902013,2.048236951,0.054569074,0.982436854,-4.211974944
seq.25240.1,Protein-lysine N-methyltransferase EEF2KMT,EF2KT,Q96G04,0.304319123,10.61625182,2.046850749,0.05471768,0.982436854,-4.212617901
seq.18821.9,C4a anaphylatoxin,C4a,P0C0L4|P0C0L5,-0.774584364,16.00871376,-2.037634436,0.055714995,0.982436854,-4.216888519
seq.5701.81,Tetranectin,Tetranectin,P05452,0.350196307,12.5250189,2.034994094,0.056003709,0.982436854,-4.218110649
seq.21160.4,Charged multivesicular body protein 6,CHMP6,Q96FZ7,-0.551843161,12.25428643,-2.034787322,0.056026376,0.982436854,-4.218206332
seq.9384.17,Cathelicidin antimicrobial peptide,Cathelicidin peptide,P49913,0.522437112,11.76326022,2.032558204,0.056271259,0.982436854,-4.219237611
seq.13114.50,Lumican,Lumican,P51884,0.356660106,12.12777638,2.029419344,0.056617714,0.982436854,-4.220689043
seq.25964.12,Complement C1q tumor necrosis factor-related protein 4,C1QT4,Q9BXJ3,0.307873472,11.37982532,2.028874064,0.056678095,0.982436854,-4.220941096
seq.4874.3,Angiogenin,Angiogenin,P03950,-0.354572419,12.05567209,-2.026121492,0.056983782,0.982436854,-4.222213068
seq.5900.11,Histidine triad nucleotide-binding protein 1,HINT1,P49773,-0.661580793,10.71660242,-2.019916061,0.057678363,0.982436854,-4.225078174
seq.18244.1,Annexin A7,ANXA7,P20073,-1.193598264,14.98788663,-2.019124644,0.057767491,0.982436854,-4.225443334
seq.24278.4,Ubiquitin carboxyl-terminal hydrolase 3,UBP3,Q9Y6I4,0.63389322,9.780509983,2.012070487,0.058567398,0.982436854,-4.228695666
seq.3397.7,Tyrosine-protein phosphatase non-receptor type 11,SHP-2,Q06124,-0.915521095,13.78651438,-2.011015696,0.058687856,0.982436854,-4.229181596
seq.7952.2,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A,Q96AJ9,-0.809405089,9.982778102,-2.009996632,0.058804444,0.982436854,-4.229650973
seq.12562.1,Serine/threonine-protein kinase N1,PKN1,Q16512,-0.251147811,10.89756785,-2.008373795,0.058990538,0.982436854,-4.230398253
seq.4876.32,Coagulation factor IX,Coagulation Factor IX,P00740,-0.530381824,14.38531894,-2.007989128,0.059034726,0.982436854,-4.230575349
seq.9748.31,Glutathione S-transferase Mu 3,GSTM3-3,P21266,-0.475971291,10.46576679,-2.007248253,0.059119915,0.982436854,-4.2309164
seq.3497.13,Interferon alpha-2,IFN-aA,P01563,0.115176421,7.183210396,2.006006389,0.059262959,0.982436854,-4.231487964
seq.3143.3,T-cell surface glycoprotein CD4,sCD4,P01730,0.687311552,10.25932199,2.002426772,0.059677012,0.982436854,-4.233134688
seq.11430.49,E3 ubiquitin-protein ligase DTX1,DTX1,Q86Y01,0.173193761,11.50447317,2.001151536,0.059825142,0.982436854,-4.233721051
seq.19584.33,Fibroblast growth factor 9,FGF9,P31371,0.266210395,8.855071191,2.000306666,0.059923463,0.982436854,-4.234109447
seq.21108.5,Uncharacterized metallophosphoesterase CSTP1,CSTP1,Q9BRF8,-1.134594751,12.00651756,-1.9986333,0.060118626,0.982436854,-4.234878518
seq.17405.2,Ubiquitin carboxyl-terminal hydrolase isozyme L5,UCHL5,Q9Y5K5,-0.450213162,10.65730226,-1.998469411,0.060137771,0.982436854,-4.234953827
seq.6574.11,Fas apoptotic inhibitory molecule 3,FAIM3,O60667,-0.713855118,13.16411351,-1.995678861,0.06046459,0.982436854,-4.236235739
seq.9284.25,Secreted frizzled-related protein 4,SFRP4,Q6FHJ7,0.251373942,10.56559184,1.994765879,0.060571859,0.982436854,-4.236654985
seq.9898.161,AT-rich interactive domain-containing protein 1A,ARI1A,O14497,-0.336978746,10.11832228,-1.994691809,0.060580569,0.982436854,-4.236688996
seq.24463.1,Protein NDRG2,NDRG2,Q9UN36,0.271449088,10.85831107,1.994284073,0.060628537,0.982436854,-4.236876203
seq.19617.5,Prostaglandin reductase 1,LTB4DH,Q14914,-0.829813675,14.28236157,-1.990592017,0.061064432,0.982436854,-4.238570667
seq.10336.3,E3 ubiquitin-protein ligase CHIP,CHIP,Q9UNE7,-0.624008521,9.786173451,-1.989689298,0.061171435,0.982436854,-4.238984776
seq.17224.12,Mimecan,MIME,P20774,-0.590569662,13.22105267,-1.983916284,0.061859708,0.982436854,-4.24163127
seq.2822.56,CD97 antigen,CD97,P48960,0.475508107,11.52055853,1.983865438,0.0618658,0.982436854,-4.241654566
seq.4673.13,Interleukin-6,IL-6,P05231,0.601023057,9.242556374,1.982551063,0.062023481,0.982436854,-4.242256666
seq.10966.1,Alpha-2-HS-glycoprotein,a2-HS-Glycoprotein,P02765,-2.237093182,10.61783996,-1.981540117,0.062145005,0.982436854,-4.242719659
seq.19331.18,Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIP2,Q9UQB8,-0.737533452,11.43752247,-1.981537633,0.062145303,0.982436854,-4.242720796
seq.7065.1,Protein G6b:Isoform A; Extracellular domain,G6B:ECD,O95866,-1.085039255,14.83737386,-1.978678843,0.062490106,0.982436854,-4.244029542
seq.21483.155,cAMP-dependent protein kinase type I-alpha regulatory subunit,KAP0,P10644,-0.685388042,13.91867512,-1.977473493,0.062635995,0.982436854,-4.244581117
seq.18383.9,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,Q00688,-0.948637943,15.61380014,-1.976980535,0.062695748,0.982436854,-4.244806657
seq.19241.31,Retinol-binding protein 5,RBP-III,P82980,-0.40415227,11.87153079,-1.976129926,0.062798973,0.982436854,-4.245195778
seq.13547.5,5-hydroxytryptamine receptor 7,5HT7R,P34969,-0.642780488,12.23236995,-1.973279179,0.063146028,0.982436854,-4.246499384
seq.15581.16,Fibronectin type 3 and ankyrin repeat domains protein 1,FANK1,Q8TC84,-0.539131152,9.148870792,-1.972806969,0.063203681,0.982436854,-4.246715244
seq.2877.3,SUMO-conjugating enzyme UBC9,UBC9,P63279,-0.781200833,14.60819733,-1.970080278,0.063537505,0.982436854,-4.247961273
seq.11387.3,Cyclic AMP-dependent transcription factor ATF-6 beta,ATF6B,Q99941,0.352641915,11.08450439,1.960444958,0.064729772,0.982436854,-4.252358649
seq.17138.8,Glutathione S-transferase A1,GST A1-1,P08263,-0.209378261,10.91759639,-1.959483938,0.064849774,0.982436854,-4.252796748
seq.7163.26,Extracellular glycoprotein lacritin,lacritin,Q9GZZ8,-0.653477693,9.375274492,-1.957644579,0.065080007,0.982436854,-4.253635003
seq.9254.18,High affinity immunoglobulin epsilon receptor subunit alpha,FCERA,P12319,0.186198237,10.34532482,1.957551722,0.065091649,0.982436854,-4.253677312
seq.11257.1,Dihydropteridine reductase,DHPR,P09417,-0.704744468,12.46007074,-1.954759822,0.065442558,0.982436854,-4.254949014
seq.10571.14,Alpha-1;3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase,MGAT1,P26572,0.992951807,9.438745129,1.953719049,0.065573802,0.982436854,-4.255422888
seq.5657.28,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2;3-sialyltransferase 1,SIA4A,Q11201,0.276558883,10.4152683,1.953499659,0.065601497,0.982436854,-4.255522765
seq.22468.54,Histone H2A type 1,Histone H2A type 1,P0C0S8,-0.617823798,17.0667094,-1.94914409,0.066153494,0.982436854,-4.257504647
seq.9755.19,Drebrin-like protein,DBNL,Q9UJU6,-1.056684134,12.95849332,-1.946921985,0.066436698,0.982436854,-4.258515033
seq.13427.66,Mannosyl-oligosaccharide 1;2-alpha-mannosidase IC,MA1C1,Q9NR34,0.391809717,9.353510431,1.946257415,0.066521605,0.982436854,-4.258817117
seq.4562.1,Neurexophilin-1,NXPH1,P58417,0.388804663,11.73056113,1.946089086,0.066543127,0.982436854,-4.258893625
seq.4498.62,Neural cell adhesion molecule 1; 120 kDa isoform,NCAM-120,P13591,0.443470941,13.15710322,1.94593278,0.066563117,0.982436854,-4.258964665
seq.14144.3,Histone H2A type 3,H2A3,Q7L7L0,-1.061240516,15.09159984,-1.945437504,0.066626493,0.982436854,-4.259189751
seq.5744.12,Protein MENT,CA056,Q9BUN1,0.511090985,10.45029654,1.94223873,0.067037105,0.982436854,-4.260642895
seq.20935.4,Phosducin-like protein 3,PDCL3,Q9H2J4,1.05141904,11.91475196,1.939698894,0.067364731,0.982436854,-4.261795968
seq.14135.3,Relaxin receptor 1,RXFP1,Q9HBX9,0.144104583,10.02007202,1.938039092,0.067579606,0.982436854,-4.262549161
seq.11696.7,Cellular retinoic acid-binding protein 2,RABP2,P29373,0.569115956,13.12870688,1.937867826,0.067601812,0.982436854,-4.262626863
seq.6497.10,Retinoschisin,XLRS1,O15537,0.326330933,11.59769673,1.937225946,0.067685096,0.982436854,-4.262918053
seq.5903.91,Heat shock cognate 71 kDa protein,HSP70 protein 8,P11142,-0.817296561,13.33775601,-1.937039325,0.067709327,0.982436854,-4.263002706
seq.9090.9,Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1,SYTL4:C2 1,Q96C24,-1.424408922,14.14882331,-1.934023898,0.068101924,0.982436854,-4.264370048
seq.18185.118,Fructose-bisphosphate aldolase B,ALDOB,P05062,-0.607651745,11.86397402,-1.932373172,0.068317697,0.982436854,-4.26511818
seq.23029.3,Endophilin-A3,SH3G3,Q99963,-0.512048087,11.36438606,-1.928962355,0.068765461,0.982436854,-4.266663133
seq.17675.17,Acyl-coenzyme A thioesterase 13,ACO13,Q9NPJ3,-0.941597985,10.81275046,-1.927070261,0.069014972,0.982436854,-4.26751966
seq.22564.5,Low-density lipoprotein receptor class A domain-containing protein 3,LRAD3,Q86YD5,1.152063154,12.22537163,1.926827679,0.069047019,0.982436854,-4.267629447
seq.21524.14,Ubiquitin carboxyl-terminal hydrolase 5,UBP5,P45974,-0.731633416,12.406105,-1.926431776,0.06909935,0.982436854,-4.267808612
seq.17145.1,Protein S100-A8/A9 heterodimer,S100A8/S100A9,P05109|P06702,0.710062269,10.08852511,1.924841773,0.069309873,0.982436854,-4.268528
seq.25451.39,Transcriptional coactivator YAP1,YAP1,P46937,0.581850684,9.818531363,1.923523993,0.069484783,0.982436854,-4.269124025
seq.13384.110,Fumarate hydratase; mitochondrial,FUMH,P07954,-1.012302484,14.03255958,-1.917047028,0.070350175,0.982436854,-4.272050931
seq.23652.15,Peroxisomal sarcosine oxidase,SOX,Q9P0Z9,-0.384423123,8.474573481,-1.916967815,0.070360817,0.982436854,-4.2720867
seq.9171.11,Cysteine and glycine-rich protein 3,CSRP3,P50461,-0.267299997,9.938063317,-1.916954323,0.07036263,0.982436854,-4.272092793
seq.10036.201,Zinc fingers and homeoboxes protein 3,ZHX3,Q9H4I2,-0.234687624,13.09764631,-1.916528792,0.070419828,0.982436854,-4.272284932
seq.21152.25,Eyes absent homolog 2,EYA2,O00167,-0.383562763,11.97282936,-1.916492555,0.0704247,0.982436854,-4.272301293
seq.14115.34,Adrenomedullin,Adrenomedullin,P35318,-0.355961737,12.14711105,-1.913810018,0.070786242,0.982436854,-4.273512093
seq.18171.25,C-X-C motif chemokine 11,I-TAC,O14625,0.118322523,8.753376889,1.913611802,0.070813021,0.982436854,-4.273601531
seq.5620.13,Peptidyl-glycine alpha-amidating monooxygenase,AMD,P19021,0.800853363,10.29119527,1.912777208,0.070925877,0.982436854,-4.273978067
seq.13078.3,Centrin-2,CETN2,P41208,-0.345228118,13.87836906,-1.911578193,0.071088289,0.982436854,-4.274518888
seq.12808.103,Calcium-regulated heat-stable protein 1,CHSP1,Q9Y2V2,-0.331262006,11.5166705,-1.907373104,0.071660493,0.982436854,-4.276414424
seq.18166.4,Rho-related GTP-binding protein RhoB,RHOB,P62745,-0.597610736,11.11314424,-1.904339608,0.072075798,0.982436854,-4.277780687
seq.19275.68,Isocitrate dehydrogenase [NAD] subunit gamma; mitochondrial,IDH3G,P51553,-0.272859157,11.19291379,-1.900108375,0.072658636,0.982436854,-4.27968478
seq.3554.24,Adiponectin,Adiponectin,Q15848,0.538153243,11.95442041,1.89675425,0.073123611,0.982436854,-4.281192817
seq.7143.9,N-acetyllactosaminide beta-1;6-N-acetylglucosaminyl-transferase; isoform C,GNT2C,Q8N0V5,0.26634836,10.43778106,1.896618043,0.073142548,0.982436854,-4.281254032
seq.13460.4,Chondroadherin,CHAD,O15335,0.936703574,12.45482645,1.895534792,0.073293312,0.982436854,-4.281740797
seq.17806.6,Syntenin-1,Syntenin 1,O00560,-0.416688156,15.94065501,-1.893039044,0.073641708,0.982436854,-4.2828618
seq.19265.9,T-complex protein 1 subunit alpha,TCPA,P17987,-0.300911314,10.64325454,-1.89144537,0.073864942,0.982436854,-4.283577274
seq.21853.3,CLEC-1,CLC1A,Q8NC01,0.173898414,11.36052343,1.891165072,0.073904266,0.982436854,-4.283703084
seq.5265.12,GRB2-related adapter protein 2,GRB2-related adapter protein 2,O75791,0.215757984,8.78449742,1.890262322,0.074031044,0.982436854,-4.284108222
seq.5085.18,Interleukin-20 receptor subunit alpha,IL-20 Ra,Q9UHF4,0.253420506,9.066744745,1.889223366,0.074177186,0.982436854,-4.284574378
seq.22576.2,CD209 antigen,DC-SIGN,Q9NNX6,0.31145282,12.28717951,1.888931515,0.074218285,0.982436854,-4.284705305
seq.23616.4,Protein-arginine deiminase type-1,PADI1,Q9ULC6,-0.703595834,7.068624309,-1.886370623,0.074579772,0.982436854,-4.285853742
seq.18387.7,Hsc70-interacting protein,suppression of tumorigenicity 13,P50502,-0.608149854,15.77897564,-1.886019507,0.074629455,0.982436854,-4.286011146
seq.15449.33,T-cell immunoglobulin and mucin domain-containing protein 4,TIM-4,Q96H15,0.330964843,9.327129579,1.885737922,0.074669321,0.982436854,-4.286137369
seq.5715.4,Protein ABHD14A,ABHEA,Q9BUJ0,-0.801987621,13.98324624,-1.884844368,0.07479595,0.982436854,-4.286537857
seq.8479.4,Stromelysin-2,MMP-10,P09238,0.478786237,11.32915981,1.883671936,0.074962389,0.982436854,-4.287063207
seq.17826.341,Elongation factor 1-delta,EF1D,P29692,-0.923302809,14.45931354,-1.88353681,0.074981592,0.982436854,-4.287123745
seq.12872.35,Cyclic nucleotide-gated olfactory channel,CNGA2,Q16280,0.162802148,10.31301395,1.882783716,0.075088698,0.982436854,-4.287461105
seq.7185.29,Platelet glycoprotein V,GPV,P40197,-0.350452209,17.034138,-1.88269624,0.075101148,0.982436854,-4.287500288
seq.15516.12,Serum amyloid A-4 protein,SAA-4,P35542,0.397703366,15.84441949,1.882064264,0.075191145,0.982436854,-4.287783338
seq.5259.2,Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion,TAK1-TAB1,O43318|Q15750,0.126449766,10.15030784,1.881300072,0.075300097,0.982436854,-4.288125547
seq.20579.50,Myelin-associated glycoprotein,MAG,P20916,0.295214336,9.553080521,1.880641782,0.075394063,0.982436854,-4.288420282
seq.4154.57,P-selectin,P-Selectin,P16109,-0.518499925,15.3117086,-1.879213353,0.075598315,0.982436854,-4.289059667
seq.16593.3,FAS-associated death domain protein,FADD,Q13158,-0.319027892,12.18919907,-1.879100628,0.075614454,0.982436854,-4.289110115
seq.13931.22,26S proteasome non-ATPase regulatory subunit 9,PSMD9,O00233,-0.881058188,11.66879565,-1.879062528,0.07561991,0.982436854,-4.289127166
seq.21475.137,Thioredoxin-like protein 1,TXNL1,O43396,-0.484374985,12.25869557,-1.878718283,0.075669219,0.982436854,-4.289281216
seq.25117.17,PGM5,PGM5,Q15124,0.320140643,11.71123168,1.878272351,0.075733135,0.982436854,-4.289480751
seq.6478.2,IgLON family member 5,IGLO5,A6NGN9,0.421629764,11.74825332,1.877758415,0.075806858,0.982436854,-4.289710689
seq.10047.12,Neutrophil cytosol factor 2,NCF-2,P19878,-1.971457353,14.08672848,-1.876354472,0.076008573,0.982436854,-4.290338673
seq.20918.28,U1 small nuclear ribonucleoprotein C,RU1C,P09234,-0.375683041,10.2274987,-1.875783779,0.076090703,0.982436854,-4.290593883
seq.13453.2,39S ribosomal protein L33; mitochondrial,RM33,O75394,-1.053453318,12.67024304,-1.875532764,0.076126852,0.982436854,-4.290706124
seq.3844.2,Peptidyl-prolyl cis-trans isomerase A,Cyclophilin A,P62937,-0.807165723,15.80093692,-1.873333565,0.076444211,0.982436854,-4.291689193
seq.13484.69,Collagen alpha-1(I) chain:N-term propeptide,CO1A1:N-term propeptide,P02452,0.51839628,9.00137845,1.87282797,0.076517337,0.982436854,-4.291915125
seq.25428.103,Interferon-related developmental regulator 1,IFRD1,O00458,0.185282931,9.942100992,1.871485064,0.076711863,0.982436854,-4.292515084
seq.8888.33,Small integral membrane protein 9,CX068,A6NGZ8,0.149524462,10.91393006,1.871403831,0.076723644,0.982436854,-4.29255137
seq.8528.74,Immunoglobulin superfamily containing leucine-rich repeat protein 2,ISLR2,Q6UXK2,0.404539345,11.30531774,1.871390479,0.07672558,0.982436854,-4.292557334
seq.10603.1,Histatin-3,HIS3,P15516,0.558851289,9.661636411,1.870927973,0.076792687,0.982436854,-4.292763913
seq.21478.20,SMAD5,SMAD5,Q99717,-0.658958165,11.34710381,-1.870754198,0.076817915,0.982436854,-4.292841524
seq.12871.10,Twinfilin-1,TWF1,Q12792,-0.466932806,11.53515306,-1.870612705,0.076838461,0.982436854,-4.292904715
seq.10990.21,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,-0.344468863,14.35208357,-1.870367867,0.076874025,0.982436854,-4.293014054
seq.12714.38,AP-1 complex subunit gamma-like 2,AP1G2,O75843,-0.694644508,11.90322177,-1.869714249,0.076969039,0.982436854,-4.293305913
seq.18381.16,Aldehyde dehydrogenase; mitochondrial,ALDH-E2,P05091,-0.279481987,10.48275617,-1.868655293,0.077123193,0.982436854,-4.293778667
seq.13463.1,Peroxidasin homolog,PXDN,Q92626,0.428803934,9.638191378,1.866963102,0.077370093,0.982436854,-4.29453386
seq.10758.2,Keratocan,KERA,O60938,0.228849936,10.55335146,1.86577092,0.077544457,0.982436854,-4.295065718
seq.10916.44,Secretory phospholipase A2 receptor,PLA2R,Q13018,0.460483641,11.39877072,1.864886055,0.077674097,0.982436854,-4.295460373
seq.23315.30,Protein FAM9B,FAM9B,Q8IZU0,0.464277624,10.54822313,1.863770499,0.077837806,0.982436854,-4.295957793
seq.19127.1,Heat shock protein beta-6,HSPB6,O14558,0.529123327,13.51478514,1.863610517,0.077861308,0.982436854,-4.296029117
seq.11229.16,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,O75460,0.210586753,10.85844541,1.861984662,0.078100512,0.982436854,-4.296753799
seq.17711.13,Vesicle-associated membrane protein 1,VAMP1,P23763,0.163545469,10.11167754,1.860460239,0.078325378,0.982436854,-4.297433002
seq.20929.4,CTD small phosphatase-like protein,CTDSL,O15194,-0.435844257,10.42278642,-1.860365795,0.078339328,0.982436854,-4.297475073
seq.13477.65,Leukotriene B4 receptor 1,LT4R1,Q15722,-0.78995823,10.08131843,-1.856545716,0.078905415,0.982436854,-4.299175914
seq.17808.37,Omega-amidase NIT2,NIT2,Q9NQR4,-0.974315391,10.5396447,-1.852441709,0.079517576,0.982436854,-4.301001341
seq.19797.4,Histone acetyltransferase KAT2A,GCNL2,Q92830,0.177148414,9.599388608,1.847212524,0.080303608,0.982436854,-4.303324473
seq.23414.12,Zinc finger protein 483,ZN483,Q8TF39,-0.245270858,10.99067303,-1.846503093,0.08041077,0.982436854,-4.303639407
seq.5542.22,Neuropilin-1,NRP1,O14786,0.29456092,11.43451911,1.846351061,0.080433751,0.982436854,-4.303706891
seq.5627.53,Progonadoliberin-1,GON1,P01148,0.333474212,10.92747134,1.845095528,0.08062376,0.982436854,-4.30426409
seq.23571.93,Coiled-coil domain-containing protein 94,CCD94,Q9BW85,-0.41359693,11.77985718,-1.839810732,0.081427865,0.982436854,-4.30660748
seq.25904.17,Dedicator of cytokinesis protein 2,DOCK2,Q92608,-0.246174067,12.30595973,-1.839285443,0.081508172,0.982436854,-4.306840228
seq.3082.9,NKG2D ligand 2,ULBP-2,Q9BZM5,1.174240958,9.67986486,1.838832018,0.081577549,0.982436854,-4.30704111
seq.20931.156,Methylglutaconyl-CoA hydratase; mitochondrial,AUHM,Q13825,0.472568142,12.00215178,1.838230657,0.081669641,0.982436854,-4.307307495
seq.10552.88,NKG2-F type II integral membrane protein,NKG2F,O43908,1.090964612,9.876823493,1.837193301,0.081828714,0.982436854,-4.307766914
seq.3363.31,Tyrosine-protein kinase CSK,CSK,P41240,-0.916132894,15.31876785,-1.834739307,0.082206102,0.982436854,-4.308853233
seq.11615.16,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,DAPP1,Q9UN19,-1.462705958,13.55946485,-1.831309469,0.082736114,0.982436854,-4.310370363
seq.5061.27,ICOS ligand,B7-H2,O75144,-0.742266738,13.86858353,-1.828910868,0.083108543,0.982436854,-4.31143053
seq.16836.1,Complement factor H-related protein 3,FHR3,Q02985,0.287519614,9.622655921,1.827695725,0.083297777,0.982436854,-4.311967359
