AptName,TargetFullName,Target,UniProt,logFC,AveExpr,t,P.Value,adj.P.Val,B
seq.13494.6,Ceramide synthase 5,CERS5,Q8N5B7,0.050947439,10.21534474,0.494188241,0.626821943,0.982436854,-4.737001442
seq.4557.61,Kin of IRRE-like protein 3,KIRR3,Q8IZU9,0.052121471,9.426735191,0.494015855,0.626941425,0.982436854,-4.737028012
seq.9945.8,Armadillo repeat-containing protein 5:Armadillo Repeat Domain 2,ARMC5:ARM 2,Q96C12,0.056162153,11.99577393,0.494013844,0.626942819,0.982436854,-4.737028321
seq.10528.2,Dipeptidase 1,DPEP1,P16444,0.072807725,9.533416451,0.493972917,0.626971188,0.982436854,-4.737034628
seq.13934.3,Guanine nucleotide exchange factor DBS,MCF2L,O15068,0.080444624,10.58203271,0.493698616,0.627161335,0.982436854,-4.737076884
seq.4282.3,GTP-binding nuclear protein Ran,RAN,P62826,-0.297772946,9.524759144,-0.493664557,0.627184948,0.982436854,-4.73708213
seq.9851.9,Fatty acid-binding protein; adipocyte,FABPA,P15090,0.230888025,13.77073369,0.493333001,0.627414824,0.982436854,-4.737133172
seq.12455.48,Myoneurin,MYNN,Q9NPC7,0.033062664,9.929994911,0.493324399,0.627420788,0.982436854,-4.737134496
seq.25296.3,Angiomotin,AMOT,Q4VCS5,-0.217233873,9.824348916,-0.493312994,0.627428697,0.982436854,-4.737136251
seq.22857.5,BTB/POZ domain-containing protein KCTD7,KCTD7,Q96MP8,-0.128698936,11.51734092,-0.492854452,0.627746684,0.982436854,-4.737206787
seq.19381.7,Regulator of G-protein signaling 21,RGS21,Q2M5E4,-0.272132542,10.51362234,-0.492683394,0.627865327,0.982436854,-4.737233084
seq.12815.9,Isoleucine--tRNA ligase; cytoplasmic,SYIC,P41252,0.049830655,8.953755111,0.49242426,0.628045078,0.982436854,-4.737272904
seq.8993.151,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,O43353,0.048492842,9.831637258,0.492362893,0.62808765,0.982436854,-4.737282331
seq.13256.21,SH3 and multiple ankyrin repeat domains protein 1,SHAN1,Q9Y566,-0.091975071,10.37032065,-0.492188108,0.628208909,0.982436854,-4.737309175
seq.18870.1,T-cell surface glycoprotein CD3 epsilon chain,CD3E,P07766,-0.055700801,10.0540668,-0.491955876,0.62837004,0.982436854,-4.737344828
seq.9859.180,Diamine acetyltransferase 1,SSAT-1,P21673,-0.038190901,10.3522685,-0.491808817,0.628472084,0.982436854,-4.737367397
seq.9835.16,Aldehyde dehydrogenase family 1 member A3,AL1A3,P47895,-0.105219341,13.77143181,-0.49163826,0.628590444,0.982436854,-4.737393564
seq.9838.4,Mothers against decapentaplegic homolog 1,SMAD1,Q15797,0.054714962,10.44087399,0.491310865,0.62881767,0.982436854,-4.737443768
seq.25307.8,WD repeat-containing protein 18,WDR18,Q9BV38,-0.136021851,14.14124937,-0.491004842,0.629030098,0.982436854,-4.737490666
seq.10367.62,Interleukin-12,IL-12,P29459|P29460,0.057932831,8.572023968,0.490758699,0.629200985,0.982436854,-4.737528367
seq.21178.8,Probable cytosolic iron-sulfur protein assembly protein CIAO1,CIAO1,O76071,0.205120133,9.848274455,0.490551634,0.629344757,0.982436854,-4.737560069
seq.12925.105,Axin-2,AXIN2,Q9Y2T1,-0.106548014,8.392025814,-0.490465019,0.629404902,0.982436854,-4.737573326
seq.13431.74,Membrane protein FAM159A,F159A,Q6UWV7,-0.072558616,8.514743341,-0.49043035,0.629428977,0.982436854,-4.737578631
seq.13966.30,Myomesin-3,MYOM3,Q5VTT5,0.065463316,11.288217,0.490218517,0.629576084,0.982436854,-4.737611042
seq.3037.62,Interleukin-1 beta,IL-1b,P01584,-0.127308924,11.2911989,-0.490215188,0.629578396,0.982436854,-4.737611551
seq.22445.2,Calcium-binding protein 5,CABP5,Q9NP86,0.059114714,7.837113801,0.490115428,0.629647681,0.982436854,-4.73762681
seq.8810.26,Hepatocyte cell adhesion molecule,HEPACAM,Q14CZ8,-0.173410177,7.220462632,-0.490001269,0.62972697,0.982436854,-4.737644267
seq.6966.144,Syntaxin-1B,STX1B,P61266,-0.071725351,9.857172197,-0.489927297,0.629778349,0.982436854,-4.737655577
seq.14757.144,Fibroblast growth factor 8 isoform B,FGF-8B,P55075,-0.239435267,6.950462845,-0.489798473,0.629867832,0.982436854,-4.73767527
seq.9887.40,E3 ubiquitin-protein ligase RBBP6,RBBP6,Q7Z6E9,0.047166373,12.05775657,0.489513211,0.630066,0.982436854,-4.737718858
seq.21129.95,MAD2L1-binding protein,MD2BP,Q15013,-0.091651845,12.16343049,-0.489414988,0.630134242,0.982436854,-4.737733861
seq.7797.11,Coiled-coil domain-containing protein 167,CC167,Q9P0B6,0.097795833,10.75722872,0.489322519,0.630198489,0.982436854,-4.737747982
seq.14074.2,SHC-transforming protein 2,SHC2,P98077,-0.127802412,9.168141,-0.489136924,0.630327447,0.982436854,-4.737776318
seq.6450.8,Gastrotropin,FABP6,P51161,-0.054942909,9.303660493,-0.488910315,0.630484921,0.982436854,-4.737810901
seq.6549.60,V-set and transmembrane domain-containing protein 2-like protein,VTM2L,Q96N03,-0.062952635,9.38479656,-0.488766576,0.630584816,0.982436854,-4.73783283
seq.22073.47,ATP synthase B chain; mitochondrial,AT5F1,P24539,-0.072413603,9.748148402,-0.488550632,0.630734906,0.982436854,-4.737865762
seq.23611.16,MARVEL domain-containing protein 2,MALD2,Q8N4S9,-0.207749672,10.43548075,-0.488476382,0.630786517,0.982436854,-4.737877082
seq.15346.31,Interferon gamma,IFN-g,P01579,0.147362648,10.2209607,0.48845462,0.630801644,0.982436854,-4.737880399
seq.19523.215,Protein DJ-1,PARK7,Q99497,-0.320580924,11.48883396,-0.488330481,0.630887937,0.982436854,-4.737899321
seq.24027.32,Interferon epsilon-1,IFNE1,Q86WN2,0.047691835,9.250672994,0.488244263,0.630947874,0.982436854,-4.73791246
seq.3627.71,Membrane metallo-endopeptidase-like 1,MMEL2,Q495T6,0.041938905,11.3070224,0.4882188,0.630965575,0.982436854,-4.73791634
seq.11262.39,TraB domain-containing protein,TRABD,Q9H4I3,0.082690882,9.245257982,0.48779434,0.63126069,0.982436854,-4.737980989
seq.20399.7,Oxidoreductase-like domain-containing protein 1,OXLD1,Q5BKU9,-0.113081518,9.77911949,-0.487680714,0.631339702,0.982436854,-4.737998286
seq.19120.33,D-amino-acid oxidase,OXDA,P14920,-0.044029427,9.439272575,-0.487615338,0.631385165,0.982436854,-4.738008236
seq.8044.90,Glycoprotein Xg,XG,P55808,0.061832872,9.097043548,0.487598168,0.631397105,0.982436854,-4.738010849
seq.3302.58,Cystatin-F,CYTF,O76096,0.210813989,10.46338079,0.487376809,0.63155105,0.982436854,-4.73804453
seq.11264.33,Xanthine dehydrogenase/oxidase,XDH,P47989,-0.059004622,8.180575376,-0.487112688,0.631734757,0.982436854,-4.738084697
seq.13960.15,Arf-GAP with GTPase; ANK repeat and PH domain-containing protein 3,AGAP3,Q96P47,-0.155573316,10.88302768,-0.486921693,0.631867617,0.982436854,-4.738113731
seq.21221.67,Serpin B9,Serpin B9,P50453,-0.252002953,11.20708239,-0.486499125,0.632161609,0.982436854,-4.738177928
seq.14655.1,DnaJ homolog subfamily C member 17,DJC17,Q9NVM6,-0.142128687,9.1769167,-0.485731258,0.632695997,0.982436854,-4.738294446
seq.7201.5,Iron-sulfur cluster assembly enzyme ISCU; mitochondrial,ISCU,Q9H1K1,0.054850019,9.559337933,0.485601628,0.632786232,0.982436854,-4.738314099
seq.20440.36,Tetratricopeptide repeat protein 32,TTC32,Q5I0X7,0.038044873,9.088882753,0.485221112,0.633051142,0.982436854,-4.738371759
seq.22532.59,PLAC8-like protein 1,PL8L1,A1L4L8,-0.07685406,11.54935816,-0.485063021,0.633161217,0.982436854,-4.738395702
seq.8249.124,ALK tyrosine kinase receptor,ALK,Q9UM73,-0.056503783,11.32355433,-0.48500577,0.633201082,0.982436854,-4.738404371
seq.25438.288,5'-nucleotidase domain-containing protein 1,NT5D1,Q5TFE4,-0.077285709,10.22613871,-0.484963919,0.633230225,0.982436854,-4.738410708
seq.9017.58,Lactase-phlorizin hydrolase,LPH,P09848,0.152681422,10.44169051,0.484791381,0.633350375,0.982436854,-4.738436825
seq.8253.2,Protein O-linked-mannose beta-1;2-N-acetylglucosaminyltransferase 1,PMGT1,Q8WZA1,-0.097585925,8.698562657,-0.484778135,0.6333596,0.982436854,-4.73843883
seq.13511.29,DNA-binding protein SATB1,SATB1,Q01826,0.057739549,10.81259168,0.484753314,0.633376886,0.982436854,-4.738442586
seq.5202.4,Peptidyl-prolyl cis-trans isomerase D,PPID,Q08752,-0.105335339,8.824056731,-0.484660143,0.633441773,0.982436854,-4.738456685
seq.18907.97,Killer cell immunoglobulin-like receptor 3DL1,KI3L1,P43629,-0.053840128,11.57421523,-0.484612936,0.633474651,0.982436854,-4.738463827
seq.4278.14,Protein disulfide-isomerase,Protein disulfide-isomerase,P07237,0.051497194,7.672572069,0.4844897,0.633560483,0.982436854,-4.73848247
seq.4155.3,Tenascin,Tenascin,P24821,-0.098945662,12.63569621,-0.484386663,0.633632251,0.982436854,-4.738498053
seq.12705.9,Probable E3 ubiquitin-protein ligase HERC1,HERC1,Q15751,-0.059871321,9.360547153,-0.484318042,0.633680049,0.982436854,-4.73850843
seq.8819.3,Insulin-like growth factor-binding protein 2,IGFBP-2,P18065,-0.203828,14.12930275,-0.483720765,0.634096156,0.982436854,-4.738598687
seq.16852.10,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,NHRF3,Q5T2W1,0.043709886,12.03175855,0.483307575,0.634384089,0.982436854,-4.738661064
seq.17202.37,Programmed cell death protein 4,PDCD4,Q53EL6,-0.106047913,8.97020691,-0.483164716,0.634483654,0.982436854,-4.738682619
seq.24643.21,Lambda-crystallin homolog,CRYL1,Q9Y2S2,0.068194881,10.3287793,0.482830755,0.634716435,0.982436854,-4.738732984
seq.14226.120,S-methylmethionine--homocysteine S-methyltransferase BHMT2,BHMT2,Q9H2M3,-0.134757534,12.77722315,-0.48276621,0.63476143,0.982436854,-4.738742714
seq.6558.5,Collectin-10,COL10,Q9Y6Z7,0.070381413,11.25075924,0.482688495,0.634815607,0.982436854,-4.738754428
seq.19614.8,Transcobalamin-1,Holo-TC I,P20061,-0.1431321,16.007015,-0.482621966,0.634861988,0.982436854,-4.738764454
seq.7767.1,Colipase-like protein 2,CF126,Q6UWE3,0.136058348,12.05254596,0.482511489,0.63493901,0.982436854,-4.738781101
seq.21117.18,Zinc finger C4H2 domain-containing protein,ZC4H2,Q9NQZ6,-0.147230962,7.846738954,-0.481895201,0.635368754,0.982436854,-4.738873896
seq.5601.2,N-acetylmuramoyl-L-alanine amidase,PGRP-L,Q96PD5,0.112133164,14.95828229,0.481728837,0.635484784,0.982436854,-4.738898926
seq.2823.7,COMM domain-containing protein 7,COMMD7,Q86VX2,-0.083644462,10.90966287,-0.481667677,0.635527442,0.982436854,-4.738908126
seq.4815.25,Thioredoxin domain-containing protein 12,TXD12,O95881,0.078282921,11.96381047,0.481601145,0.635573849,0.982436854,-4.738918133
seq.5095.21,Killer cell immunoglobulin-like receptor 2DL4,KI2L4,Q99706,-0.072154981,10.24640793,-0.481338606,0.635756987,0.982436854,-4.738957606
seq.21114.18,DnaJ homolog subfamily C member 12,DJC12,Q9UKB3,0.048840156,8.632654689,0.481185637,0.635863704,0.982436854,-4.738980596
seq.15305.7,Secretagogin,Secretagogin,O76038,-0.164372828,10.71459575,-0.480692703,0.636207649,0.982436854,-4.739054631
seq.3798.71,Carbonic anhydrase 9,Carbonic anhydrase 9,Q16790,-0.054052505,9.46136521,-0.480642904,0.636242402,0.982436854,-4.739062106
seq.4157.2,Thrombin,Thrombin,P00734,0.296881715,15.9003272,0.480580699,0.636285812,0.982436854,-4.739071443
seq.17822.57,Ras-related and estrogen-regulated growth inhibitor,RERG,Q96A58,0.093848991,11.32107341,0.480486853,0.636351307,0.982436854,-4.739085527
seq.20572.6,Proto-oncogene tyrosine-protein kinase MER,MER,Q12866,-0.053702503,10.60543657,-0.480477289,0.636357981,0.982436854,-4.739086962
seq.14022.17,Interleukin-17B,IL-17B,Q9UHF5,0.051535602,9.38008358,0.48034975,0.636446996,0.982436854,-4.739106097
seq.24638.3,Leucine repeat adapter protein 25,LRA25,Q8N5H3,0.121374576,12.4883769,0.480236635,0.636525947,0.982436854,-4.739123064
seq.18319.7,Pyruvate dehydrogenase protein X component; mitochondrial,ODPX,O00330,0.0937826,10.02237013,0.480208859,0.636545334,0.982436854,-4.73912723
seq.23031.6,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,-0.111548027,9.892011283,-0.479880826,0.636774322,0.982436854,-4.73917641
seq.20517.1,Desmoglein-2,Desmoglein-2,Q14126,-0.064315089,15.71327214,-0.479607733,0.636964987,0.982436854,-4.739217329
seq.12781.2,RISC-loading complex subunit TARBP2,TRBP2,Q15633,-0.047275152,10.27738222,-0.479246022,0.637217562,0.982436854,-4.739271492
seq.11208.15,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA,Q9UK23,0.096478664,12.95100006,0.479145894,0.637287487,0.982436854,-4.739286478
seq.12641.3,Type II inositol 1;4;5-trisphosphate 5-phosphatase,I5P2,P32019,-0.164249093,8.176016495,-0.479094609,0.637323304,0.982436854,-4.739294153
seq.6511.17,Protein FAM19A4,F19A4,Q96LR4,0.03563063,10.88214279,0.478863914,0.637484429,0.982436854,-4.739328666
seq.9057.19,Proteasomal ubiquitin receptor ADRM1,ADRM1,Q16186,-0.078213551,9.953179677,-0.478811913,0.637520751,0.982436854,-4.739336444
seq.21767.129,Polypeptide N-acetylgalactosaminyltransferase 14,GLT14,Q96FL9,0.121492177,11.13867704,0.47844377,0.63777792,0.982436854,-4.739391481
seq.20955.20,tRNA-specific adenosine deaminase 2,ADAT2,Q7Z6V5,-0.161695057,11.60167787,-0.478105682,0.638014135,0.982436854,-4.73944199
seq.15430.165,Opticin,OPT,Q9UBM4,0.113215618,13.12922911,0.477264781,0.638601827,0.982436854,-4.739567467
seq.9934.29,Phosphatidylinositol transfer protein alpha isoform,PIPNA,Q00169,-0.094310318,12.54463303,-0.477199073,0.63864776,0.982436854,-4.739577263
seq.2946.52,Complement factor D,Factor D,P00746,-0.082233289,15.31496683,-0.47711244,0.638708322,0.982436854,-4.739590177
seq.22537.5,Protein phosphatase PTC7 homolog,PPTC7,Q8NI37,-0.042437852,11.78645748,-0.477066034,0.638740764,0.982436854,-4.739597093
seq.8069.85,T-cell surface glycoprotein CD3 epsilon chain,CD3E,P07766,0.116046325,10.7771481,0.476935161,0.63883226,0.982436854,-4.739616595
seq.3204.2,Leukotriene A-4 hydrolase,LKHA4,P09960,0.161160602,15.36564469,0.476632363,0.639043975,0.982436854,-4.739661696
seq.2652.15,Urokinase plasminogen activator surface receptor,suPAR,Q03405,0.083327178,13.02919651,0.476599588,0.639066893,0.982436854,-4.739666576
seq.23343.6,Protein rogdi homolog,ROGDI,Q9GZN7,-0.119215294,8.667238544,-0.476390677,0.639212984,0.982436854,-4.739697675
seq.5879.51,Dynactin subunit 2,Dynactin subunit 2,Q13561,-0.044416851,10.32478835,-0.476284557,0.639287199,0.982436854,-4.739713467
seq.17326.44,Dual specificity protein phosphatase 23,DUS23,Q9BVJ7,-0.092350282,9.555175309,-0.476176227,0.639362964,0.982436854,-4.739729584
seq.21732.78,Ubiquitin-conjugating enzyme E2 Q1,UB2Q1,Q7Z7E8,-0.133138941,9.083277953,-0.475924521,0.63953902,0.982436854,-4.73976702
seq.12954.71,Peroxisome proliferator-activated receptor alpha,PPARa,Q07869,0.086080113,12.46637656,0.475725449,0.639678276,0.982436854,-4.739796614
seq.15675.3,CCAAT/enhancer-binding protein beta,CEBPB,P17676,-0.0817221,9.766117303,-0.475622609,0.639750222,0.982436854,-4.739811898
seq.8845.2,A disintegrin and metalloproteinase with thrombospondin motifs 3,ATS3,O15072,0.066070288,11.07669372,0.475527347,0.639816868,0.982436854,-4.739826052
seq.2614.28,Ephrin-A4,Ephrin-A4,P52798,0.049880459,10.65497327,0.475506253,0.639831626,0.982436854,-4.739829186
seq.11254.13,Papilin,PPN,O95428,0.034844,10.64570992,0.475485384,0.639846227,0.982436854,-4.739832286
seq.21909.2,Integrin a5b1,Integrin a5b1,P08648|P05556,0.060749918,11.51210143,0.475172914,0.640064863,0.982436854,-4.739878692
seq.21546.20,Adhesion G-protein coupled receptor D1,AGRD1,Q6QNK2,0.084478367,10.73894384,0.47512785,0.640096397,0.982436854,-4.739885382
seq.17770.42,ER membrane protein complex subunit 8,EMC8,O43402,-0.090853893,11.02022808,-0.474894932,0.640259395,0.982436854,-4.73991995
seq.21658.15,Prohibitin-2,PHB2,Q99623,-0.057966709,11.42727495,-0.47480463,0.640322595,0.982436854,-4.739933348
seq.11134.30,Peptide chain release factor 1-like; mitochondrial,RF1ML,Q9UGC7,-0.071181014,10.52048332,-0.4743821,0.640618346,0.982436854,-4.739996005
seq.8450.36,Pituitary adenylate cyclase-activating polypeptide 38,PACAP-38,P18509,-0.143318422,9.375053027,-0.474323614,0.640659288,0.982436854,-4.740004674
seq.14021.81,Mediator of RNA polymerase II transcription subunit 4,MED4,Q9NPJ6,-0.070394337,10.76613633,-0.474276744,0.6406921,0.982436854,-4.74001162
seq.11308.8,Cyclic AMP-responsive element-binding protein 3-like protein 4,CR3L4,Q8TEY5,0.053559465,10.67899972,0.47426755,0.640698536,0.982436854,-4.740012983
seq.13973.62,Tubulin--tyrosine ligase,TTL,Q8NG68,0.060893422,9.279589908,0.474074683,0.640833563,0.982436854,-4.740041559
seq.2871.73,DNA repair protein RAD51 homolog 1,RAD51,Q06609,0.066662264,11.92091379,0.473691864,0.641101613,0.982436854,-4.740098246
seq.11661.11,NACHT; LRR and PYD domains-containing protein 1,NALP1,Q9C000,-0.050115454,8.899033659,-0.47368001,0.641109914,0.982436854,-4.7401
seq.24910.18,Non-POU domain-containing octamer-binding protein,NonO protein,Q15233,-0.180774945,10.34112525,-0.473424872,0.641288591,0.982436854,-4.740137755
seq.24462.4,Cyclic nucleotide-gated cation channel beta-1,CNGB1,Q14028,-0.06996149,9.697099702,-0.473134545,0.641491938,0.982436854,-4.740180694
seq.15315.64,Copper homeostasis protein cutC homolog,CUTC,Q9NTM9,-0.09435789,11.28800335,-0.472944201,0.641625272,0.982436854,-4.740208831
seq.3357.67,Cyclin-dependent kinase 2:Cyclin-A2 complex,CDK2/cyclin A,P24941|P20248,-0.13873244,9.373327096,-0.472898835,0.641657052,0.982436854,-4.740215536
seq.7925.18,Single-pass membrane and coiled-coil domain-containing protein 2,CL070,A6NFE2,0.032534079,10.91937149,0.47270292,0.641794305,0.982436854,-4.740244482
seq.22521.13,Homeobox protein OTX2,OTX2,P32243,-0.043090656,8.324858862,-0.472534398,0.641912378,0.982436854,-4.740269373
seq.2891.1,B-cell receptor CD22,CD22,P20273,0.044284895,10.77783957,0.472265113,0.642101069,0.982436854,-4.740309128
seq.14024.196,Ectodysplasin-A; secreted form,EDA,Q92838,0.062708047,11.07928135,0.472212822,0.642137713,0.982436854,-4.740316845
seq.21799.15,Homer protein homolog 3,HOME3,Q9NSC5,0.064613754,12.82323476,0.471884933,0.642367508,0.982436854,-4.740365218
seq.10809.14,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,0.082434443,9.073778479,0.471753099,0.642459912,0.982436854,-4.740384658
seq.14076.74,Cystatin-S,Cystatin-S,P01036,-0.112382649,9.78729763,-0.470561063,0.643295695,0.982436854,-4.740560196
seq.7146.5,Protein disulfide-isomerase A4,PDIA4,P13667,-0.096655944,9.001339358,-0.47046836,0.643360713,0.982436854,-4.740573829
seq.10063.10,E3 ubiquitin-protein ligase FANCL,FANCL,Q9NW38,-0.069385214,9.784191436,-0.470241333,0.643519953,0.982436854,-4.740607206
seq.24456.3,Visual system homeobox 1,VSX1,Q9NZR4,-0.07699082,9.761358129,-0.469749925,0.643864694,0.982436854,-4.740679399
seq.8347.222,Beta-defensin 129,DB129,Q9H1M3,-0.051999148,8.949303296,-0.469593097,0.643974733,0.982436854,-4.740702424
seq.19132.1,39S ribosomal protein L2; mitochondrial,RM02,Q5T653,-0.053453801,10.62187977,-0.469563688,0.643995368,0.982436854,-4.74070674
seq.23006.19,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PI42B,P78356,-0.107756682,9.333183682,-0.469462801,0.644066161,0.982436854,-4.740721547
seq.18891.98,Guanylate-binding protein 2,GBP2,P32456,-0.250910715,13.9925001,-0.469119335,0.644307199,0.982436854,-4.740771933
seq.17755.5,UDP-glucose 6-dehydrogenase,UGDH,O60701,-0.136643196,10.76481336,-0.469064345,0.644345793,0.982436854,-4.740779997
seq.8476.11,Chromogranin-A,CgA,P10645,-0.257672972,11.91310205,-0.46901072,0.644383431,0.982436854,-4.740787859
seq.18295.102,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,Q9UBQ7,0.045843125,11.08950169,0.468855925,0.644492082,0.982436854,-4.740810551
seq.25110.19,Exocyst complex component 7,EXOC7,Q9UPT5,0.034337975,8.865699709,0.468836449,0.644505752,0.982436854,-4.740813405
seq.25500.6,Rab11 family-interacting protein 3,RFIP3,O75154,-0.053768513,10.20505453,-0.468814782,0.644520961,0.982436854,-4.740816581
seq.8397.147,Sulfhydryl oxidase 2,QSOX2,Q6ZRP7,-0.089327147,11.28514813,-0.46865352,0.644634162,0.982436854,-4.740840211
seq.24493.10,Myotubularin-related protein 7,MTMR7,Q9Y216,-0.052872274,12.48366271,-0.468104543,0.645019594,0.982436854,-4.740920594
seq.3685.53,Membrane frizzled-related protein,MFRP,Q9BY79,-0.063293395,11.84289616,-0.468072292,0.645042241,0.982436854,-4.740925314
seq.21123.1,39S ribosomal protein L28; mitochondrial,RM28,Q13084,-0.113062349,9.297949072,-0.467902984,0.645161133,0.982436854,-4.740950085
seq.4314.12,dCTP pyrophosphatase 1,XTP3A,Q9H773,0.108677001,13.33329736,0.467797002,0.645235562,0.982436854,-4.740965586
seq.20544.103,Glutamate receptor ionotropic; kainate 2,GRIK2,Q13002,-0.056136368,7.900028244,-0.467729874,0.645282706,0.982436854,-4.740975403
seq.21758.65,Sentrin-specific protease 2,SENP2,Q9HC62,-0.293484604,9.191238807,-0.467689034,0.645311389,0.982436854,-4.740981375
seq.9815.5,Rho GTPase-activating protein 1:Cellular retinaldehyde-TRIO domain,RHG01:CRAL-TRIO,Q07960,0.16557383,10.14338702,0.467670697,0.645324267,0.982436854,-4.740984056
seq.18226.148,Cytochrome c oxidase subunit 5A; mitochondrial,COX5A,P20674,0.052204211,10.35174162,0.46746198,0.645470864,0.982436854,-4.741014566
seq.18270.10,Transcription initiation factor TFIID subunit 10,TAF10,Q12962,0.062936867,10.89509373,0.46725404,0.645616929,0.982436854,-4.74104495
seq.4903.72,Calcineurin,Calcineurin,Q08209|P63098,0.104622939,11.87379999,0.467124203,0.64570814,0.982436854,-4.741063915
seq.25105.87,Eukaryotic translation initiation factor 2A,EIF2A,Q9BY44,0.09096703,12.03010023,0.466894536,0.645869494,0.982436854,-4.741097449
seq.7247.1,RAB6-interacting golgin,GORAB,Q5T7V8,-0.073958801,8.723965007,-0.46684137,0.645906849,0.982436854,-4.74110521
seq.21378.7,Polyribonucleotide nucleotidyltransferase 1; mitochondrial,PNPT1,Q8TCS8,0.120856234,9.372562751,0.466828342,0.645916003,0.982436854,-4.741107111
seq.8891.7,Probable serine carboxypeptidase CPVL,CPVL,Q9H3G5,-0.109420105,11.26746757,-0.46628413,0.646298429,0.982436854,-4.741186499
seq.22140.6,Protein FAM204A,F204A,Q9H8W3,0.048533003,10.80325399,0.466205984,0.646353351,0.982436854,-4.741197892
seq.9197.4,Galectin-9,LEG9,O00182,-0.066793038,10.83893194,-0.465832823,0.646615645,0.982436854,-4.741252267
seq.13996.16,Phosphopantothenoylcysteine decarboxylase,COAC,Q96CD2,-0.096437967,10.91564915,-0.465572003,0.646799003,0.982436854,-4.741290247
seq.5088.175,Interleukin-23 receptor,IL-23 R,Q5VWK5,-0.056903634,11.05952359,-0.46554228,0.6468199,0.982436854,-4.741294574
seq.13711.10,Clathrin heavy chain 1,CLH1,Q00610,-0.102048056,10.73148678,-0.464903235,0.647269257,0.982436854,-4.74138754
seq.12425.104,ADP-ribosylation factor 6,ARF6,P62330,-0.081550283,10.91262406,-0.4646259,0.647464313,0.982436854,-4.741427847
seq.2708.54,Tumor necrosis factor ligand superfamily member 18,TNFSF18,Q9UNG2,0.035349537,11.29079484,0.464525049,0.647535251,0.982436854,-4.741442499
seq.3232.28,Tartrate-resistant acid phosphatase type 5,TrATPase,P13686,0.122180588,11.56533789,0.4640363,0.64787908,0.982436854,-4.741513461
seq.2571.12,Insulin-like growth factor-binding protein 3,IGFBP-3,P17936,-0.111075975,15.00139396,-0.463686831,0.648124978,0.982436854,-4.741564157
seq.21899.36,inhibin A,inhibin A,P05111|P08476,-0.326952433,11.63231565,-0.463646496,0.648153361,0.982436854,-4.741570006
seq.21381.73,TBC1 domain family member 22B,TB22B,Q9NU19,-0.043983883,10.70071586,-0.463517024,0.648244474,0.982436854,-4.741588777
seq.18386.36,Glutaredoxin-1,GLRX1,P35754,0.068075485,11.85871479,0.46346009,0.648284542,0.982436854,-4.74159703
seq.11117.2,Spermatogenesis-associated protein 20,SPT20,Q8TB22,-0.143024221,11.52605818,-0.463342198,0.648367513,0.982436854,-4.741614116
seq.5230.99,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGR,P04035,-0.112651587,9.262863771,-0.46314955,0.648503106,0.982436854,-4.741642027
seq.9981.18,Protein FAM234B:C-term,K1467:C-term,A2RU67,0.060482983,10.08534934,0.463116238,0.648526554,0.982436854,-4.741646852
seq.23525.27,Nitric oxide synthase-interacting protein,NOSIP,Q9Y314,-0.058575606,11.24258534,-0.46284378,0.648718346,0.982436854,-4.741686304
seq.16074.12,GRB2-related adapter protein 2,GRB2-related adapter protein 2,O75791,-0.201243505,12.05736111,-0.462285405,0.649111482,0.982436854,-4.741767088
seq.3432.21,Ephrin type-A receptor 3,EPHA3,P29320,0.058964247,7.799387214,0.462235519,0.649146611,0.982436854,-4.7417743
seq.13229.20,Protein Mdm4,MDM4,O15151,0.083040024,11.00517913,0.462133388,0.649218531,0.982436854,-4.741789065
seq.3401.8,Tyrosine-protein phosphatase non-receptor type 2,TCPTP,P17706,-0.057078795,9.418792926,-0.461859137,0.649411676,0.982436854,-4.741828695
seq.25252.29,MTSS1-like protein,MTSSL,Q765P7,-0.10295702,10.62131938,-0.461343485,0.649774901,0.982436854,-4.741903148
seq.6238.55,Pregnancy-specific beta-1-glycoprotein 8,PSG8,Q9UQ74,-0.053458228,9.791633189,-0.461294665,0.649809294,0.982436854,-4.741910193
seq.12683.156,Dihydropyrimidinase-related protein 5,DPYL5,Q9BPU6,-0.120788305,10.30413467,-0.461231251,0.64985397,0.982436854,-4.741919342
seq.12514.16,tRNA (guanine-N(7)-)-methyltransferase,METTL1,Q9UBP6,0.033512396,10.87378992,0.46102114,0.650002006,0.982436854,-4.741949649
seq.6647.55,PolyUbiquitin K63-linked,PolyUbiquitin K63,P0CG48,-0.150462103,13.20652649,-0.460877293,0.650103363,0.982436854,-4.741970391
seq.10851.77,Interleukin-27 subunit beta,IL27B,Q14213,0.159485126,14.24238202,0.460855839,0.650118481,0.982436854,-4.741973484
seq.21875.31,AN1-type zinc finger protein 3,ZFAN3,Q9H8U3,0.300490082,11.73797543,0.460639308,0.650271067,0.982436854,-4.742004692
seq.22367.17,UPF0705 protein C11orf49,CK049,Q9H6J7,0.0467738,11.50730919,0.459717827,0.650920599,0.982436854,-4.742137346
