pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,0.545454545454545,0.921009847640282,0.0625237414724762,0.31799126104158,0.935870858028313,17,FAM89B|PPARG|PIN1|GREM1|CCN3|LRP1|NOG|GDF15|CILP|DKK1|PMEPA1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.144444444444444,0.712809174575784,0.195789002148949,-0.373092211216581,-1.28930352655022,23,EPHB2|SLIT2|MYOC|BCL6|MET|ARHGAP30|CUL3,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.0795947901591896,0.594639175257732,0.190023305279108,0.344068236223791,1.32956590367863,56,TIGAR|ERLIN1|DCAF5|APOE|DKKL1|GCK|GMPPA|PGP|APOC1|C1QTNF3|IER3|LEPR|ANGPTL4|SIRT1|DDIT4|MST1|SERPINA12|SIRT6|ALDOB|CDA|PARP1|UGT1A8|GSK3A,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,0.410509031198686,0.868694446338857,0.0791316651768349,0.369155382443346,1.03496382116838,15,TMED2|CD3E|RB1|HERC4,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.15224358974359,0.714350050439545,0.141225119642531,0.506313483641613,1.30717850337992,11,NFATC1|MED28|RCAN1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,0.491758241758242,0.899961647083435,0.0978773277424561,-0.310325427335622,-0.974507030825465,17,BMP4|SLIT2|PRKG1|IGFBP3|NFE2L2|ADIPOQ,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.192307692307692,0.753553511705686,0.118287526124085,0.338229969392056,1.20590294807495,39,IFNG|PPARGC1A|APLN|APOD|APOE|GSTP1|TPM1|PPARG|BMPR2|SF1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.552910052910053,0.923450391683794,0.088894528862045,-0.322869915116797,-0.922811359529657,11,JAG1|NOTCH1|NFE2L2|HES5|N4BP2L2,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,0.807692307692308,0.98577487675232,0.0453152441270267,0.288468523505593,0.744755699801128,11,PAX8|SUDS3|RBBP4,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,0.0259241212470603,0.426741813222158,0.352487857583619,-0.554375526863418,-1.62751211781252,12,CDKN2C|IRF6|TP53|CD109,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,0.347266881028939,0.832932206326896,0.0870515867946735,0.440282260695947,1.09926843094225,10,ERLIN1|APOE|DKKL1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.429487179487179,0.872282412423257,0.0755015292281669,0.386037624129339,1.02239692030413,12,ERLIN1|APOE|DKKL1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT,0.366987179487179,0.849237292764865,0.0838361057159929,0.408141599905455,1.08093794156066,12,APOE|PCSK9|APOC1|APOC2|PLA2G10,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,0.722527472527473,0.972399566869389,0.0764767053228531,-0.264639531980456,-0.831040777945661,17,BMP7|SIRT5|NOTCH1,GO_BP
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.906542056074766,0.998845216282356,0.0387166740042594,0.212264267858481,0.670317313807932,23,RGS4|EZH2|YY1|CCN3|GSK3A|TMEM119|HDAC4|PPARA,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.800653594771242,0.983273820410628,0.0802023444698144,-0.189221005608288,-0.860973780394027,72,IAPP|GSN|CIB1|SCIN|SLIT2|MYOC|HSPG2|CDH5|MET|PIK3R1|PFN2|CAPZB|HIP1R|TACSTD2|PICK1|VIL1|TJP1|VILL|ADD2|SHANK3|F11R|LMOD1|FLII,GO_BP
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION,0.854497354497355,0.992335164298488,0.066132620475844,-0.242996964531267,-0.713380164171158,12,EPHA7|ROBO2|TLR2|CBLN1|PGRMC1,GO_BP
